SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Acanthurus tractus (bahianus),Acanthurus chirurgus,Acanthurus coeruleus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx bartholomaei,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Sphyraena picudilla,Trachinotus falcatus
2019Tourmaline 30m3,2019,West,Cabo Rojo,Tourmaline 30m,Mesophotic,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259.94,,0,0,0,0,0,,0,0,0,86.09,0,0,0,0,0,0,0,0,0,0
2019Tourmaline 30m4,2019,West,Cabo Rojo,Tourmaline 30m,Mesophotic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,8.43,249.03,0,0,0,0,0,0,0,0,0,0
2019Tourmaline 30m5,2019,West,Cabo Rojo,Tourmaline 30m,Mesophotic,5,54.38,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,196.53,0,0,16.36,0,0,0,0,0,0,0
2019Tres Palmas 10m1,2019,West,Rincon,Tres Palmas 10m,Shallow,1,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.86,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.58,,0,0,0,0,0,,0,0,36.54,0,0,0,45.95,0,0.5,0,0,0,0,0
2019Tres Palmas 10m2,2019,West,Rincon,Tres Palmas 10m,Shallow,2,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,99.39,65.51,0,0,0,0,0,0,0,0,0,0
2019Tres Palmas 10m3,2019,West,Rincon,Tres Palmas 10m,Shallow,3,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.85,0,,0,0,0,0,0,,0,0,0,0,0,0,37.77,0,1,0,0,0,0,0
2019Tres Palmas 10m4,2019,West,Rincon,Tres Palmas 10m,Shallow,4,112.26,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.52,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,2.2,0,0,0,45.95,0,1.5,0,0,0,0,0
2019Tres Palmas 10m5,2019,West,Rincon,Tres Palmas 10m,Shallow,5,199.64,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,37.77,0,0,109.99,0,0,0,0
2019Tres Palmas 20m1,2019,West,Rincon,Tres Palmas 20m,Intermediate,1,10.69,99.56,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.09,0,,0,0,0,0,516.23,,687.8,0,0,151.6,0,0,16.36,0,0,0,0,0,0,0
2019Tres Palmas 20m2,2019,West,Rincon,Tres Palmas 20m,Intermediate,2,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,757.36,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,196.53,0,0,75.91,0,1,0,569.22,0,0,0
2019Tres Palmas 20m3,2019,West,Rincon,Tres Palmas 20m,Intermediate,3,122.95,99.56,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,254.47,0,0,255.44,0,0,0,0,0,0,0,0,0,0
2019Tres Palmas 20m4,2019,West,Rincon,Tres Palmas 20m,Intermediate,4,174.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4.39,0,0.44,261.38,0,0,75.54,0,0,0,1.28,0,0,0
2019Tres Palmas 20m5,2019,West,Rincon,Tres Palmas 20m,Intermediate,5,112.26,99.56,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,625.5,92.26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,17.74,0,0,0,37.77,0,2,0,723.07,0,0,0
2019Tres Palmas 5m1,2019,West,Rincon,Tres Palmas 5m,Very Shallow,1,33.31,99.56,54.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019Tres Palmas 5m2,2019,West,Rincon,Tres Palmas 5m,Very Shallow,2,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,106.14,0,0,0,0,0,,0,0,0,0,0,,0,0,33.72,0,0,0,0,0,0,0,0,0,0,0
2019Tres Palmas 5m3,2019,West,Rincon,Tres Palmas 5m,Very Shallow,3,10.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.85,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,691.77,251.07,0,0,0
2019Tres Palmas 5m4,2019,West,Rincon,Tres Palmas 5m,Very Shallow,4,0,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,878.85,697.86,0,0,0
2019Tres Palmas 5m5,2019,West,Rincon,Tres Palmas 5m,Very Shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.43,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,417.67,0,0,0,0
2019Cayo Aurora1,2019,Southwest,Guanica,Cayo Aurora,very shallow,1,43.69,38.37,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,243.39,,0,0,0,0,0,0,143.41,0,0,0,47.18,0,0,0
2019Cayo Aurora2,2019,Southwest,Guanica,Cayo Aurora,very shallow,2,32.07,38.37,0,0,0,0,0,0,0,91.9,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1032.46,,0,0,33.72,0,0,0,37.77,0,0,0,0,0,0,0
2019Cayo Aurora3,2019,Southwest,Guanica,Cayo Aurora,very shallow,3,43.69,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,37.77,0,0,0,11.38,0,0,0
2019Cayo Aurora4,2019,Southwest,Guanica,Cayo Aurora,very shallow,4,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,84.3,0,0,0,17.1,0,0,0,122.43,0,0,0
2019Cayo Aurora5,2019,Southwest,Guanica,Cayo Aurora,very shallow,5,43.69,0,21.38,0,0,0,0,0,0,0,0,0,0,147.76,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18.98,,0,0,0,61.74,0,0,113.45,0,0,0,0,0,0,0
2019Cayo Caribes (2016)1,2019,Southeast,Salinas,Cayo Caribes (2016),shallow,1,54.69,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.07,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,0,21.78,0,0,8.18,0,9.85,0,0,0,0,0
2019Cayo Caribes (2016)2,2019,Southeast,Salinas,Cayo Caribes (2016),shallow,2,1.24,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18.98,,0,0,0,33.66,0,0,45.95,0,1,0,734.45,0,0,0
2019Cayo Caribes (2016)3,2019,Southeast,Salinas,Cayo Caribes (2016),shallow,3,0.62,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1.93,,0,0,2.64,9.9,0,0,8.18,0,0,0,0.64,0,0,0
2019Cayo Caribes (2016)4,2019,Southeast,Salinas,Cayo Caribes (2016),shallow,4,11.93,3.12,224.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1.32,7.92,0,0,8.18,0,0.5,0,12.66,0,0,0
2019Cayo Caribes (2016)5,2019,Southeast,Salinas,Cayo Caribes (2016),shallow,5,114.12,0,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,232.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,0,0,,0,0,0,0,136.7,,0,0,4.84,3.96,0,0,37.77,0,0,0,12.02,0,0,0
2019Cayo Coral1,2019,Southwest,Guanica,Cayo Coral,very shallow,1,10.69,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,64.08,0,,,,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0.37,0,0,0,448.07,0,0,0
2019Cayo Coral2,2019,Southwest,Guanica,Cayo Coral,very shallow,2,97.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,0,,0,0,53.4,0,0,0,45.95,0,0,0,0,0,0,0
2019Cayo Coral3,2019,Southwest,Guanica,Cayo Coral,very shallow,3,32.07,0,0.62,0,0,0,0,0,0,0,0,0,0,523.8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,248.31,0,0,0,1.28,0,0,0
2019Cayo Coral4,2019,Southwest,Guanica,Cayo Coral,very shallow,4,10.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,20.58,0,0,38.14,0,0,0,0,0,0,0
2019Cayo Coral5,2019,Southwest,Guanica,Cayo Coral,very shallow,5,65.07,0,0,0,0,0,0,0,0,0,0,0,0,69.84,0,0,0,0,,,,0,0,0,36.86,0,0,0,0,0,0,0,0,0,0,444.95,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,3.96,0,0,45.95,0,1,0,123.71,0,0,0
2019Cayo Ratones1,2019,Southeast,Salinas,Cayo Ratones,very shallow,1,155.95,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,562.76,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019Cayo Ratones2,2019,Southeast,Salinas,Cayo Ratones,very shallow,2,11.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,0,0,0,,0,0,0,13.86,0,0,105.27,0,0,0,12.66,0,0,0
2019Cayo Ratones3,2019,Southeast,Salinas,Cayo Ratones,very shallow,3,112.26,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,0,3.96,0,0,151.59,0,0,0,723.07,0,0,0
2019Cayo Ratones4,2019,Southeast,Salinas,Cayo Ratones,very shallow,4,112.26,9.77,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,7.92,0,0,0,0,10.85,0,905.34,0,0,0
2019Cayo Ratones5,2019,Southeast,Salinas,Cayo Ratones,very shallow,5,0,1.04,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.97,0,0,0,0,0,,0,0,0,0,0,,0,0,0,57,0,0,37.77,0,0,0,70.58,0,0,0
2019Derrumbadero1,2019,South,Ponce,Derrumbadero,intermediate,1,43.69,76.74,112.26,0,0,0,0,0,0,0,0,0,0,1012.68,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.58,0,0,0,0,0,,0,0,0,0,0,,0,0,148.21,142.36,0,0,256.86,0,9.85,0,446.79,0,0,0
2019Derrumbadero2,2019,South,Ponce,Derrumbadero,intermediate,2,54.38,0,112.26,0,0,0,0,0,0,0,0,0,0,373.38,0,0,96.12,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.88,0,0,0,0,0,,0,0,0,0,0,,0,0,61.83,41.16,0,0,151.22,0,0,0,446.79,0,0,0
2019Derrumbadero3,2019,South,Ponce,Derrumbadero,intermediate,3,43.69,76.74,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,176.58,,0,0,50.58,82.32,0,0,91.9,0,9.85,0,122.43,0,0,0
2019Derrumbadero4,2019,South,Ponce,Derrumbadero,intermediate,4,112.26,137.93,199.64,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,36.54,131.02,0,0,151.59,0,0,0,446.79,0,0,0
2019Derrumbadero5,2019,South,Ponce,Derrumbadero,intermediate,5,87.38,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,232.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308.1,0,0,0,0,0,,0,0,0,0,0,,254.47,0,97.63,131.02,0,0,218.95,0,0,0,373.5,0,0,0
2019Beril1,2019,Southwest,Guanica,Beril,intermediate,1,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,100.81,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57,,0,0,0,0,58.86,,0,0,0,65.51,0,0,113.45,395.17,2.5,0,0,0,0,0
2019Beril2,2019,Southwest,Guanica,Beril,intermediate,2,21.38,56.87,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,235.44,,0,0,167.89,0,0,0,38.51,0,0,0,0,0,0,0
2019Beril3,2019,Southwest,Guanica,Beril,intermediate,3,87.38,47.62,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.52,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,251.34,,0,0,73.08,0,0,0,0,0,0.5,0,0,0,0,0
2019Beril4,2019,Southwest,Guanica,Beril,intermediate,4,65.07,99.56,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,64.08,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.79,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,25.29,0,0,0,75.91,0,0,0,0,0,0,0
2019Beril5,2019,Southwest,Guanica,Beril,intermediate,5,43.69,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,39.12,142.08,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,41.16,0,0,0,0,0,0,0,0,0,0
2019Maria Langa 10m (2016)1,2019,South,Guayanilla,Maria Langa 10m (2016),shallow,1,330.71,137.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,35.52,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.98,0,0,0,0,0,,0,0,0,0,222.52,,0,0,0,0,0,0,45.95,0,0,0,0.64,0,0,0
2019Maria Langa 10m (2016)2,2019,South,Guayanilla,Maria Langa 10m (2016),shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,92.26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,184.53,,0,0,36.54,0,0,0,37.77,0,0,0,0,0,0,0
2019Maria Langa 10m (2016)3,2019,South,Guayanilla,Maria Langa 10m (2016),shallow,3,0,38.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,25.29,82.32,0,0,218.72,0,0,0,0,0,0,0
2019Maria Langa 10m (2016)4,2019,South,Guayanilla,Maria Langa 10m (2016),shallow,4,0,0,87.38,0,0,0,0,0,0,0,0,1652.04,0,0,0,0,0,92.26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,8.43,41.16,0,0,75.91,0,0,0,0,0,0,0
2019Maria Langa 10m (2016)5,2019,South,Guayanilla,Maria Langa 10m (2016),shallow,5,0,38.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,521.66,,0,0,97.63,0,0,0,113.45,0,19.7,0,22.76,0,0,0
2019Maria Langa 20m (2016)1,2019,South,Guayanilla,Maria Langa 20m (2016),intermediate,1,112.26,137.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,281.35,,0,0,0,0,0,0,210.54,0,0,0,0,0,0,0
2019Maria Langa 20m (2016)2,2019,South,Guayanilla,Maria Langa 20m (2016),intermediate,2,224.52,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,222.52,,0,0,97.63,0,0,0,37.77,0,0,0,0,0,0,0
2019Maria Langa 20m (2016)3,2019,South,Guayanilla,Maria Langa 20m (2016),intermediate,3,43.69,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,232.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,142.36,0,0,143.04,0,9.85,0,446.79,0,0,0
2019Maria Langa 20m (2016)4,2019,South,Guayanilla,Maria Langa 20m (2016),intermediate,4,43.69,0,0,0,0,0,0,0,0,0,0,0,0,244.44,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,797.01,,0,0,8.43,0,0,0,37.77,0,0,0,446.79,0,0,0
2019Maria Langa 20m (2016)5,2019,South,Guayanilla,Maria Langa 20m (2016),intermediate,5,0,99.56,0,0,0,0,0,0,0,0,0,0,0,34.92,0,0,0,92.26,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,8.43,0,0,0,143.04,0,0,0,0,0,0,0
2019Maria Langa 5m1,2019,South,Guayanilla,Maria Langa 5m,very shallow,1,0,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,8.43,142.36,0,0,105.27,0,0,0,0,0,0,0
2019Maria Langa 5m2,2019,South,Guayanilla,Maria Langa 5m,very shallow,2,155.95,137.93,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,75.54,0,0,230.59,0,0,0,0
2019Maria Langa 5m3,2019,South,Guayanilla,Maria Langa 5m,very shallow,3,224.52,214.67,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,8.43,0,0,0,353.58,0,0,41.17,0,0,0,0
2019Maria Langa 5m4,2019,South,Guayanilla,Maria Langa 5m,very shallow,4,0,1.04,0,0,0,0,0,0,0,0,0,8260.2,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,25.29,0,0,0,315.81,0,0,500.01,0,0,0,0
2019Maria Langa 5m5,2019,South,Guayanilla,Maria Langa 5m,very shallow,5,224.52,47.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,142.36,0,0,315.81,0,0,0,697.86,0,0,0
2019West Reef1,2019,South,Ponce,West Reef,very shallow,1,43.69,0,0,0,0,0,0,0,0,233.01,0,0,0,96.72,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,215.31,41.16,0,0,476.15,0,0,0,447.43,0,0,0
2019West Reef2,2019,South,Ponce,West Reef,very shallow,2,268.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,16.35,142.36,0,0,105.27,0,0,0,893.58,0,0,0
2019West Reef3,2019,South,Ponce,West Reef,very shallow,3,43.69,0,131.07,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,115.81,142.36,0,0,47.43,0,9.85,0,571.14,0,0,0
2019West Reef4,2019,South,Ponce,West Reef,very shallow,4,98.07,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,0,2781.64,0,0,,0,0,0,0,0,,0,0,258.41,11.88,0,0,248.31,205.7,0,0,0,0,0,0
2019West Reef5,2019,South,Ponce,West Reef,very shallow,5,43.69,0,43.69,0,0,0,0,0,0,0,0,0,0,72.54,0,0,78.24,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,0,,0,0,212.12,0,0,0,83.72,0,0,0,1.92,0,0,0
2020Sardinera (2020)1,2020,Mona/Desecheo,Isla Mona,Sardinera (2020),Mesophotic,1,43.69,76.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,20.58,0,0,75.54,0,0,0,0,0,0,0
2020Sardinera (2020)2,2020,Mona/Desecheo,Isla Mona,Sardinera (2020),Mesophotic,2,112.26,0,0,0,0,0,0,0,0,0,0,0,0,195.61,0,0,436.54,337.14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,41.16,0,0,37.77,0,0,0,0,0,0,0
2020Sardinera (2020)3,2020,Mona/Desecheo,Isla Mona,Sardinera (2020),Mesophotic,3,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,337.14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.02,0,0,0,130.85,0,,0,0,5300,0,0,,0,0,0,255.44,0,0,236.02,0,0,0,0,0,0,0
2020Sardinera (2020)4,2020,Mona/Desecheo,Isla Mona,Sardinera (2020),Mesophotic,4,112.26,0,44.31,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,142.36,0,0,0,0,0,0,723.07,0,0,0
2020Sardinera (2020)5,2020,Mona/Desecheo,Isla Mona,Sardinera (2020),Mesophotic,5,112.26,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.58,0,0,0,0,0,,0,0,0,0,0,,254.47,0,0,41.16,0,0,8.18,0,0,0,0,0,0,0
